Date of Purchase,Purchaser Name,Head Quarter City,Head Quarter State/ Province,Country,Denomination
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
12-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
07-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
07-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
07-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
07-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
07-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
07-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
07-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
07-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
07-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
07-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
07-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
07-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
07-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
07-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
07-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
07-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
07-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
07-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
07-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
07-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
07-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
07-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
07-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
07-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
07-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
09-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
09-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
09-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
09-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
09-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
09-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
09-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
09-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
09-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
09-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
09-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
09-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
09-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
09-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
09-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
09-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
09-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
09-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
09-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
09-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
09-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
09-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
09-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
09-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
09-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
09-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
09-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
09-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
09-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
09-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
09-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
09-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
09-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
09-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
09-May-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
03-Oct-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
03-Oct-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
03-Oct-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
03-Oct-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
03-Oct-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,Hyderabad,Telangana,India,10000000
23-Oct-20,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
23-Oct-20,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
23-Oct-20,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
23-Oct-20,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
23-Oct-20,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
23-Oct-20,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
23-Oct-20,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
23-Oct-20,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
23-Oct-20,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
23-Oct-20,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
27-Oct-20,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
27-Oct-20,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
27-Oct-20,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
27-Oct-20,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
27-Oct-20,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
27-Oct-20,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
27-Oct-20,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
27-Oct-20,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
27-Oct-20,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
27-Oct-20,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
03-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
05-Oct-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
05-Oct-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
05-Oct-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
05-Oct-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
05-Oct-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
05-Oct-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
05-Oct-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
05-Oct-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
05-Oct-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
05-Oct-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
05-Oct-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
05-Oct-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
05-Oct-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
05-Oct-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
05-Oct-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
05-Oct-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
05-Oct-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
05-Oct-21,MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED,Hyderabad,Telangana,India,10000000
